able-Agnes,6
able-Junior,6
able-Vicki,6
able-Alex,6
able-Kathy,6
able-Victoria,6
able-Bruce,6
able-Princess,6
able-Fred,6
able-Ralph,6
act-Agnes,2
act-Junior,2
act-Vicki,2
act-Alex,2
act-Kathy,2
act-Victoria,2
act-Bruce,2
act-Princess,2
act-Fred,2
act-Ralph,2
acted-Agnes,3
acted-Junior,3
acted-Vicki,3
acted-Alex,3
acted-Kathy,3
acted-Victoria,3
acted-Bruce,3
acted-Princess,3
acted-Fred,3
acted-Ralph,3
acting-Agnes,4
acting-Junior,4
acting-Vicki,4
acting-Alex,4
acting-Kathy,4
acting-Victoria,4
acting-Bruce,4
acting-Princess,4
acting-Fred,4
acting-Ralph,4
action-Agnes,0
action-Junior,0
action-Vicki,0
action-Alex,0
action-Kathy,0
action-Victoria,0
action-Bruce,0
action-Princess,0
action-Fred,0
action-Ralph,0
active-Agnes,6
active-Junior,6
active-Vicki,6
active-Alex,6
active-Kathy,6
active-Victoria,6
active-Bruce,6
active-Princess,6
active-Fred,6
active-Ralph,6
actively-Agnes,8
actively-Junior,8
actively-Vicki,8
actively-Alex,8
actively-Kathy,8
actively-Victoria,8
actively-Bruce,8
actively-Princess,8
actively-Fred,8
actively-Ralph,8
actor-Agnes,0
actor-Junior,0
actor-Vicki,0
actor-Alex,0
actor-Kathy,0
actor-Victoria,0
actor-Bruce,0
actor-Princess,0
actor-Fred,0
actor-Ralph,0
actors-Agnes,1
actors-Junior,1
actors-Vicki,1
actors-Alex,1
actors-Kathy,1
actors-Victoria,1
actors-Bruce,1
actors-Princess,1
actors-Fred,1
actors-Ralph,1
acts-Agnes,5
acts-Junior,5
acts-Vicki,5
acts-Alex,5
acts-Kathy,5
acts-Victoria,5
acts-Bruce,5
acts-Princess,5
acts-Fred,5
acts-Ralph,5
actual-Agnes,6
actual-Junior,6
actual-Vicki,6
actual-Alex,6
actual-Kathy,6
actual-Victoria,6
actual-Bruce,6
actual-Princess,6
actual-Fred,6
actual-Ralph,6
actually-Agnes,8
actually-Junior,8
actually-Vicki,8
actually-Alex,8
actually-Kathy,8
actually-Victoria,8
actually-Bruce,8
actually-Princess,8
actually-Fred,8
actually-Ralph,8
add-Agnes,2
add-Junior,2
add-Vicki,2
add-Alex,2
add-Kathy,2
add-Victoria,2
add-Bruce,2
add-Princess,2
add-Fred,2
add-Ralph,2
added-Agnes,3
added-Junior,3
added-Vicki,3
added-Alex,3
added-Kathy,3
added-Victoria,3
added-Bruce,3
added-Princess,3
added-Fred,3
added-Ralph,3
adding-Agnes,4
adding-Junior,4
adding-Vicki,4
adding-Alex,4
adding-Kathy,4
adding-Victoria,4
adding-Bruce,4
adding-Princess,4
adding-Fred,4
adding-Ralph,4
adds-Agnes,5
adds-Junior,5
adds-Vicki,5
adds-Alex,5
adds-Kathy,5
adds-Victoria,5
adds-Bruce,5
adds-Princess,5
adds-Fred,5
adds-Ralph,5
admission-Agnes,0
admission-Junior,0
admission-Vicki,0
admission-Alex,0
admission-Kathy,0
admission-Victoria,0
admission-Bruce,0
admission-Princess,0
admission-Fred,0
admission-Ralph,0
admit-Agnes,2
admit-Junior,2
admit-Vicki,2
admit-Alex,2
admit-Kathy,2
admit-Victoria,2
admit-Bruce,2
admit-Princess,2
admit-Fred,2
admit-Ralph,2
admits-Agnes,5
admits-Junior,5
admits-Vicki,5
admits-Alex,5
admits-Kathy,5
admits-Victoria,5
admits-Bruce,5
admits-Princess,5
admits-Fred,5
admits-Ralph,5
admitted-Agnes,3
admitted-Junior,3
admitted-Vicki,3
admitted-Alex,3
admitted-Kathy,3
admitted-Victoria,3
admitted-Bruce,3
admitted-Princess,3
admitted-Fred,3
admitted-Ralph,3
admitting-Agnes,4
admitting-Junior,4
admitting-Vicki,4
admitting-Alex,4
admitting-Kathy,4
admitting-Victoria,4
admitting-Bruce,4
admitting-Princess,4
admitting-Fred,4
admitting-Ralph,4
adopt-Agnes,2
adopt-Junior,2
adopt-Vicki,2
